   	SALES_NO	SALES_SEQ	DIVISION_CODE	COMPANY_CODE	PRODUCT_CODE	PRODUCT_NAME	PRODUCT_UNIT	PRODUCT_ASSETS_TYPE	HS_CODE	PROD_DIVISION_CODE	QUANTITY	UNIT_PRICE	COUNT_UNIT	AMOUNT	AMOUNT_FOREIGN	CURRENCY	EXCHANGE_RATE	EXCHANGE_DATE	STANDARD	NET_WEIGHT	GROSS_WEIGHT	WEIGHT_UNIT	PREFERENCE_CRITERION	EXPORT_DECLARE_NO	EXPORT_DECLARE_DATE	COO_TYPE	COO_CERTIFY_NO	ORDER_NO	ORDER_SEQ	SALES_ORDER_NO	SALES_ORDER_SEQ	SP_COO_YN	SP_FILE_PATH	SP_FILE_NAME	SP_ORIGIN_FILE_NAME	FILE_NUMBER	BOM_STATUS	STATUS	BOM_YYYYMM	BOM_DIVISION_CODE	INTG_INTERFACE_TRANS_ID	CUSTOMER_ITEM_CODE	DELIVERY_CUSTOMER_CODE	DECISION_YN	INVOICE_HEADER_ID	INVOICE_LINE_ID	ATTRIBUTE01	ATTRIBUTE02	ATTRIBUTE03	ATTRIBUTE04	ATTRIBUTE05	CREATE_DATE	CREATE_BY	UPDATE_DATE	UPDATE_BY	EXPORT_ACCEPT_DATE	EXPORT_DECLARE_SEQ	INVOICE_FOB_AMOUNT
3551	95252687	11	PLS101	PLS100	4149001AA	JKa 연료탱크 아쎄이	UN	P	870899	PLS101	24.0000000000	197046.0000000000	KG	4729104.0000000000																							0	1			95833		1001591									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3552	95252687	10	PLS101	PLS100	4149001AA	JKa 연료탱크 아쎄이	UN	P	870899	PLS101	108.0000000000	197046.0000000000	KG	21280968.0000000000																							0	1			95833		1001591									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3553	95250545	15	PLS101	PLS100	4131853AA	FUEL TANK ASSY HMC CN7 HEV PE DOM	UN	P	870899	PLS101	16.0000000000	163453.0000000000	KG	2615248.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3554	95250545	14	PLS101	PLS100	4120923AB	QXK 완성품_31100 K2300_Q04_KOBD GSL MPI	UN	P	870899	PLS101	26.0000000000	115257.0000000000	KG	2996682.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3555	95250545	13	PLS101	PLS100	4120903AB	QXK 완성품_31100 K2000_Q01_EURO GSL MPI	UN	P	870899	PLS101	45.0000000000	110861.0000000000	KG	4988745.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3556	95250545	12	PLS101	PLS100	4120906AB	QXK 완성품_31100 K2500_Q05_NA GSL MPI	UN	P	870899	PLS101	156.0000000000	112859.0000000000	KG	17606004.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3557	95250545	11	PLS101	PLS100	4120905AB	QXK 완성품_31100 K2200_Q03_GEN GSL MPI	UN	P	870899	PLS101	39.0000000000	106655.0000000000	KG	4159545.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3558	95250545	10	PLS101	PLS100	4131855AA	FUEL TANK ASSY HMC CN7 HEV PE NA	UN	P	870899	PLS101	118.0000000000	160803.0000000000	KG	18974754.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3559	95250546	10	PLS101	PLS100	4149104AA	FUEL TANK COMPLETE HMC US4 HEV	UN	P	870899	PLS101	81.0000000000	178035.0000000000	KG	14420835.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3560	95250543	11	PLS101	PLS100	4141505AA	FUEL TANK ASSY HMC SX2 NA MPI, 47리터	UN	P	870899	PLS101	221.0000000000	218426.0000000000	KG	48272146.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3561	95250543	10	PLS101	PLS100	4141504AA	FUEL TANK ASSY HMC SX2 NA TGDI	UN	P	870899	PLS101	136.0000000000	245616.0000000000	KG	33403776.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3562	95260916	11	PLS101	PLS100	4131841AA	FUEL TANK ASSY DOM KLEVⅢ HMC SG2 HEV	UN	P	870899	PLS101	1.0000000000	170984.0000000000	KG	170984.0000000000																							0	1			95833		1000932									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3563	95260916	10	PLS101	PLS100	4131842AA	FUEL TANK ASSY EURO OVER 6D HMC SG2 HEV	UN	P	870899	PLS101	2.0000000000	166050.0000000000	KG	332100.0000000000																							0	1			95833		1000932									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3564	95251599	13	PLS101	PLS100	4131842AA	FUEL TANK ASSY EURO OVER 6D HMC SG2 HEV	UN	P	870899	PLS101	216.0000000000	166050.0000000000	KG	35866800.0000000000																							0	1			95833		1000932									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3565	95251599	12	PLS101	PLS100	4131843AA	FUEL TANK ASSY GEN EURO HMC SG2 HEV	UN	P	870899	PLS101	1.0000000000	164697.0000000000	KG	164697.0000000000																							0	1			95833		1000932									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3566	95251599	11	PLS101	PLS100	4131844AA	FUEL TANK ASSY NA LEVⅢ HMC SG2 HEV	UN	P	870899	PLS101	82.0000000000	167764.0000000000	KG	13756648.0000000000																							0	1			95833		1000932									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3567	95251599	10	PLS101	PLS100	4131841AA	FUEL TANK ASSY DOM KLEVⅢ HMC SG2 HEV	UN	P	870899	PLS101	12.0000000000	170984.0000000000	KG	2051808.0000000000																							0	1			95833		1000932									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3568	95264925	11	PLS101	PLS100	4131841AA	FUEL TANK ASSY DOM KLEVⅢ HMC SG2 HEV	UN	P	870899	PLS101	23.0000000000	170984.0000000000	KG	3932632.0000000000																							0	1			95833		1000932									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3569	95264925	10	PLS101	PLS100	4131842AA	FUEL TANK ASSY EURO OVER 6D HMC SG2 HEV	UN	P	870899	PLS101	3.0000000000	166050.0000000000	KG	498150.0000000000																							0	1			95833		1000932									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3570	95251595	11	PLS101	PLS100	4141504AA	FUEL TANK ASSY HMC SX2 NA TGDI	UN	P	870899	PLS101	132.0000000000	245616.0000000000	KG	32421312.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3571	95251595	10	PLS101	PLS100	4141505AA	FUEL TANK ASSY HMC SX2 NA MPI, 47리터	UN	P	870899	PLS101	226.0000000000	218426.0000000000	KG	49364276.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3572	95251612	15	PLS101	PLS100	4141525AA	FUEL TANK ASSY NA NU2.0 HMC SP3 ICE	UN	P	870899	PLS101	9.0000000000	216769.0000000000	KG	1950921.0000000000																							0	1			95833		1000933									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3573	95251612	14	PLS101	PLS100	4141552AA	FUEL TANK ASSY NA NU2.0 R HMC SP3 ICE	UN	P	870899	PLS101	6.0000000000	216769.0000000000	KG	1300614.0000000000																							0	1			95833		1000933									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3574	95251612	13	PLS101	PLS100	4141517AA	FUEL TANK ASSY DOM GAM2 HMC SP3 ICE	UN	P	870899	PLS101	1.0000000000	228524.0000000000	KG	228524.0000000000																							0	1			95833		1000933									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3575	95251612	12	PLS101	PLS100	4141551AA	FUEL TANK ASSY DOM GAM2 R HMC SP3 ICE	UN	P	870899	PLS101	39.0000000000	228524.0000000000	KG	8912436.0000000000																							0	1			95833		1000933									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3576	95251612	11	PLS101	PLS100	4141523AA	FUEL TANK ASSY NA GAM2 HMC SP3 ICE	UN	P	870899	PLS101	7.0000000000	213027.0000000000	KG	1491189.0000000000																							0	1			95833		1000933									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3577	95251612	10	PLS101	PLS100	4153011AA	FUEL TANK ASSY KMC SP3 HEV KLEVIII	UN	P	870899	PLS101	21.0000000000	216769.0000000000	KG	4552149.0000000000																							0	1			95833		1000933									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3578	95257283	10	PLS101	PLS100	4141523AA	FUEL TANK ASSY NA GAM2 HMC SP3 ICE	UN	P	870899	PLS101	3.0000000000	213027.0000000000	KG	639081.0000000000																							0	1			95833		1000933									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3579	95257278	14	PLS101	PLS100	4158405AA	FTA DSL GEN_AUS HKMC TK1 KYO	UN	P	870899	PLS101	14.0000000000	210393.0000000000	KG	2945502.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3580	95257278	13	PLS101	PLS100	4158403AA	FTA GSL M-EAST HKMC TK1 KYO	UN	P	870899	PLS101	1.0000000000	232948.0000000000	KG	232948.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3581	95257278	12	PLS101	PLS100	4158402AA	FTA GSL GEN_EUR6 HKMC TK1 KYO	UN	P	870899	PLS101	2.0000000000	231431.0000000000	KG	462862.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3582	95257278	11	PLS101	PLS100	4158422AA	FTA GSL OFF-ROAD KLEVIII HKMC TK1 KYO	UN	P	870899	PLS101	29.0000000000	246597.0000000000	KG	7151313.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3583	95257278	10	PLS101	PLS100	4158401AA	FTA GSL KLEVIII HKMC TK1 KYO	UN	P	870899	PLS101	1.0000000000	244382.0000000000	KG	244382.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3584	1000933PLS101202603	68	PLS101	PLS100	4141552AA	FUEL TANK ASSY NA NU2.0 R HMC SP3 ICE	UN	P	870899	PLS101	13.0000000000	216769.0000000000		2817997.0000000000																							0	4	202603	PLS101			1000933									2026-04-14  18:08:48	MONTHLY_DECISION_PROC	2026-04-14  18:11:56	MONTHLY_DECISION_PROC			
3585	95251594	10	PLS101	PLS100	4129904AA	JK 완성품_31100 AR500_FT05_GSL_US LEV3	UN	P	870899	PLS101	53.0000000000	194282.0000000000	KG	10296946.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3586	1000933PLS101202603	61	PLS101	PLS100	4141517AA	FUEL TANK ASSY DOM GAM2 HMC SP3 ICE	UN	P	870899	PLS101	123.0000000000	228524.0000000000		28108452.0000000000																							0	4	202603	PLS101			1000933									2026-04-14  18:08:48	MONTHLY_DECISION_PROC	2026-04-14  18:11:56	MONTHLY_DECISION_PROC			
3587	1000933PLS101202603	63	PLS101	PLS100	4141523AA	FUEL TANK ASSY NA GAM2 HMC SP3 ICE	UN	P	870899	PLS101	21.0000000000	213027.0000000000		4473567.0000000000																							0	4	202603	PLS101			1000933									2026-04-14  18:08:48	MONTHLY_DECISION_PROC	2026-04-14  18:11:56	MONTHLY_DECISION_PROC			
3588	1000933PLS101202603	66	PLS101	PLS100	4141525AA	FUEL TANK ASSY NA NU2.0 HMC SP3 ICE	UN	P	870899	PLS101	18.0000000000	216769.0000000000		3901842.0000000000																							0	4	202603	PLS101			1000933									2026-04-14  18:08:48	MONTHLY_DECISION_PROC	2026-04-14  18:11:56	MONTHLY_DECISION_PROC			
3589	1000933PLS101202603	67	PLS101	PLS100	4141551AA	FUEL TANK ASSY DOM GAM2 R HMC SP3 ICE	UN	P	870899	PLS101	2767.0000000000	228524.0000000000		632325908.0000000000																							0	4	202603	PLS101			1000933									2026-04-14  18:08:48	MONTHLY_DECISION_PROC	2026-04-14  18:11:56	MONTHLY_DECISION_PROC			
3590	1000933PLS101202603	73	PLS101	PLS100	4153011AA	FUEL TANK ASSY KMC SP3 HEV KLEVIII	UN	P	870899	PLS101	2000.0000000000	216769.0000000000		433538000.0000000000																							0	4	202603	PLS101			1000933									2026-04-14  18:08:48	MONTHLY_DECISION_PROC	2026-04-14  18:11:56	MONTHLY_DECISION_PROC			
3591	95268960	12	PLS101	PLS100	4060511AA	XM A/S 31150 2P900 G01 DSL	UN	H	870899	PLS101	24.0000000000	86337.0000000000	KG	2072088.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3592	95268960	11	PLS101	PLS100	4056828AA	DM A/S 31150 2W900 T09 4WD DSL	UN	P	870899	PLS101	10.0000000000	68279.0000000000	KG	682790.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3593	95268960	10	PLS101	PLS100	4060304AA	LM A/S 31150 2S000 2AA	UN	P	870899	PLS101	30.0000000000	60120.0000000000	KG	1803600.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3594	95268959	12	PLS101	PLS100	4058625AA	TQ A/S 31150 4H930 T13,T15,T16,T17,T18	UN	H	870899	PLS101	45.0000000000	67003.0000000000	KG	3015135.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3595	95268959	11	PLS101	PLS100	7630092AA	AIR FILTER GEN	UN	R	842139	PLS101	1190.0000000000	3335.0000000000	KG	3968650.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3596	95268959	10	PLS101	PLS100	7630092AA	AIR FILTER GEN	UN	R	842139	PLS101	45.0000000000	3335.0000000000	KG	150075.0000000000																							0	1			95833		1000930									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3597	95251593	10	PLS101	PLS100	4122624AA	FUEL TANK ASSY EU KGM J140 HEV(J145)	UN	P	870899	PLS101	23.0000000000	256276.0000000000	KG	5894348.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3598	95251591	12	PLS101	PLS100	4120812AC	SYMC SCR Y450 25L_39100 36102	UN	P	870899	PLS101	18.0000000000	360895.0000000000	KG	6496110.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3599	95251591	11	PLS101	PLS100	4120816AA	SYM SCR Y460 Q260 25L, 탱크 아쎄이	UN	P	870899	PLS101	7.0000000000	374162.0000000000	KG	2619134.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3600	95251591	10	PLS101	PLS100	4120816AA	SYM SCR Y460 Q260 25L, 탱크 아쎄이	UN	P	870899	PLS101	72.0000000000	374162.0000000000	KG	26939664.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3601	95251590	13	PLS101	PLS100	7520286AA	SYMC X150 C300 LH STRAP_22210 37100	UN	R	830230	PLS101	27.0000000000	3897.0000000000	KG	105219.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3602	95251590	12	PLS101	PLS100	7520287AA	SYMC X150 C300 RH STRAP_22220 37100	UN	R	830230	PLS101	27.0000000000	3897.0000000000	KG	105219.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3603	95251590	11	PLS101	PLS100	7520287AA	SYMC X150 C300 RH STRAP_22220 37100	UN	R	830230	PLS101	41.0000000000	3897.0000000000	KG	159777.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3604	95251590	10	PLS101	PLS100	7520286AA	SYMC X150 C300 LH STRAP_22210 37100	UN	R	830230	PLS101	41.0000000000	3897.0000000000	KG	159777.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3605	95251592	14	PLS101	PLS100	4122604AA	C300 X150 완성품_22100 37300_9EG5_4WD EUR	UN	P	870899	PLS101	1.0000000000	173152.0000000000	KG	173152.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3606	95251592	13	PLS101	PLS100	4122623AA	X150 C300_완성품_2100 37150_9D5_KOBD	UN	P	870899	PLS101	3.0000000000	211879.0000000000	KG	635637.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3607	95251592	12	PLS101	PLS100	4122619AA	C300 X150 완성품_22100 35200_DG_KOBD	UN	P	870899	PLS101	38.0000000000	209200.0000000000	KG	7949600.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3608	95251592	11	PLS101	PLS100	4122604AA	C300 X150 완성품_22100 37300_9EG5_4WD EUR	UN	P	870899	PLS101	2.0000000000	173152.0000000000	KG	346304.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3609	95251592	10	PLS101	PLS100	4122623AA	X150 C300_완성품_2100 37150_9D5_KOBD	UN	P	870899	PLS101	1.0000000000	211879.0000000000	KG	211879.0000000000																							0	1			95833		1000928									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3610	95260891	10	PLS101	PLS100	4115738AS	FTA FWD KR GMW 9BUX KYO, 60010561, HSJ	UN	P	870899	PLS101	4.0000000000	252059.0000000000	KG	1008236.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3611	95252680	12	PLS101	PLS100	4140708AJ	FWD E85 GM 9BQX KYO, 60010479, HRC	UN	P	870899	PLS101	858.0000000000	266380.0000000000	KG	228554040.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3612	95252680	11	PLS101	PLS100	4140713AB	FWD NA_LEVIII GM 9BQX, 60010474B,HP7(B)	UN	P	870899	PLS101	106.0000000000	265453.0000000000	KG	28138018.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3613	95252680	10	PLS101	PLS100	4140714AB	FWD KR_KLEVIII GM 9BQX, 60010478B,HRB(B)	UN	P	870899	PLS101	48.0000000000	237580.0000000000	KG	11403840.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3614	95252679	17	PLS101	PLS100	4115764AM	FTA AWD NA_1TU_ 9BUX KYO, 60010560, HSH	UN	P	870899	PLS101	108.0000000000	281651.0000000000	KG	30418308.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3615	95252679	16	PLS101	PLS100	4140701AN	FWD NA_LEVIII GM 9BQX, 60010474, HP7	UN	P	870899	PLS101	16.0000000000	268940.0000000000	KG	4303040.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3616	95252679	15	PLS101	PLS100	4140708AJ	FWD E85 GM 9BQX KYO, 60010479, HRC	UN	P	870899	PLS101	258.0000000000	266380.0000000000	KG	68726040.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3617	95252679	14	PLS101	PLS100	4115713AS	FTA AWD NA GMW 9BUX KYO, 60010559,HSG	UN	P	870899	PLS101	243.0000000000	278455.0000000000	KG	67664565.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3618	95252679	13	PLS101	PLS100	4115709AS	FTA FWD NA GMW 9BUX KYO, 60010555,HSB	UN	P	870899	PLS101	166.0000000000	252059.0000000000	KG	41841794.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3619	95252679	12	PLS101	PLS100	4115769AJ	FTA FWD E85_1TU_9BUX KYO, 60010558, HSF	UN	P	870899	PLS101	15.0000000000	235559.0000000000	KG	3533385.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3620	95252679	11	PLS101	PLS100	4115768AJ	FTA FWD E85 GMW 9BUX KYO, 60010557, HSD	UN	P	870899	PLS101	9.0000000000	231564.0000000000	KG	2084076.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3621	95252679	10	PLS101	PLS100	4115763AM	FTA FWD NA_1TU_9BUX KYO, 60010556, HSC	UN	P	870899	PLS101	203.0000000000	255301.0000000000	KG	51826103.0000000000																							0	1			95833		1000420									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3622	95251596	11	PLS101	PLS100	4129904AA	JK 완성품_31100 AR500_FT05_GSL_US LEV3	UN	P	870899	PLS101	55.0000000000	194282.0000000000	KG	10685510.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3623	95251596	10	PLS101	PLS100	4129902AA	JK 완성품_31100 AR000_FT01_GSL_DOM	UN	P	870899	PLS101	150.0000000000	192778.0000000000	KG	28916700.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3624	95251598	10	PLS101	PLS100	4149104AA	FUEL TANK COMPLETE HMC US4 HEV	UN	P	870899	PLS101	57.0000000000	178035.0000000000	KG	10147995.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3625	95252689	10	PLS101	PLS100	4149001AA	JKa 연료탱크 아쎄이	UN	P	870899	PLS101	108.0000000000	197046.0000000000	KG	21280968.0000000000																							0	1			95833		1001591									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3626	95251597	16	PLS101	PLS100	4131854AA	FUEL TANK ASSY HMC CN7 HEV PE GEN	UN	P	870899	PLS101	1.0000000000	156950.0000000000	KG	156950.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
3627	95251597	15	PLS101	PLS100	4120905AB	QXK 완성품_31100 K2200_Q03_GEN GSL MPI	UN	P	870899	PLS101	43.0000000000	106655.0000000000	KG	4586165.0000000000																							0	1			95833		1000929									2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC	2026-04-13  14:18:06	PKG01_IF_LOAD.SALES_PROC			
